Id,BasePay
1029,123012.99
1030,105934.64
1031,168603.2
1032,168593.93
1033,130481.53
1034,149050.77
1035,105934.66
1036,123105.01
1037,135363.35
1038,112421.44
1039,166852.4
1040,168371.77
1041,105934.65
1042,105934.68
1043,149044.69
1044,166682
1045,105934.65
1046,130457.95
1047,88062
1048,112421.45
1049,129864.73
1050,79246.4
1051,164684.55
1052,112421.46
1053,167900.85
1054,164352.61
1055,130343.72
1056,105934.71
1057,130457.96
1058,164373.38
1059,164373.38
1060,164373.38
1061,164373.37
1062,164373.32
1063,105617.96
1064,164352.63
1065,164352.66
1066,164352.66
1067,164352.66
1068,164352.62
1069,164352.66
1070,164352.65
1071,164352.64
1072,164352.65
1073,164352.65
1074,164352.66
1075,164352.66
1076,164352.63
1077,164352.63
1078,164352.68
1079,164352.64
1080,164352.64
1081,164352.63
1082,164352.6
1083,164352.58
1084,164352.6
1085,164352.62
1086,164352.6
1087,164352.59
1088,164352.55
1089,164352.53
1090,164352.51
1091,164352.54
1092,164352.38
1093,162441.01
1094,154910.03
1095,161364.54
1096,163550.02
1097,167519.48
1098,112421.49
1099,77580.41
1100,130457.87
1101,164165.95
1102,167446.8
1103,164373.38
1104,88423.98
1105,167369.95
1106,157996.28
1107,105934.67
1108,156312
1109,149050.77
1110,156312
1111,110638.66
1112,101064.95
1113,166983.47
1114,110638.67
1115,149050.79
1116,105934.66
1117,127886.01
1118,105934.66
1119,166062.05
1120,166858.01
1121,112401.04
1122,163374.4
1123,118177.59
1124,160928.86
1125,139621.91
1126,159457.99
1127,153172.6
1128,147546.47
1129,158709.08
1130,130589.91
1131,122404.99
1132,112421.45
1133,149050.66
1134,164424
1135,166498.83
1136,153172.6
1137,112421.46
1138,140441.89
1139,149024.02
1140,123104.99
1141,112401.09
1142,105934.65
1143,163017.24
1144,166213.58
1145,112421.44
1146,166062.05
1147,117283.24
1148,105934.66
1149,130434.16
1150,165873.28
1151,89815.6
1152,165862.79
1153,111825.01
1154,160959.56
1155,130456.99
1156,130481.46
1157,148260.81
1158,104814.71
1159,129456.71
1160,106257.4
1161,117283.24
1162,116975.68
1163,122420
1164,105934.67
1165,162896.24
1166,159457.94
1167,123105
1168,135339.73
1169,163999.99
1170,105934.66
1171,164352.62
1172,127203.01
1173,105934.66
1174,105934.66
1175,102308.9
1176,164372
1177,140546.85
1178,121628.01
1179,112421.45
1180,130434.33
1181,162201.31
1182,130481.58
1183,123105.01
1184,149050.79
1185,164352.64
1186,164352.63
1187,122404.99
1188,160180.98
1189,105934.68
1190,130457.88
1191,162441.06
1192,112421.46
1193,165242.19
1194,112401.06
1195,105934.66
1196,165201.4
1197,123104.99
1198,122404.99
1199,130481.53
1200,154673.99
1201,165127.4
1202,164352.64
1203,165104.4
1204,128123.97
1205,117283.26
1206,165046.17
1207,165046.15
1208,105934.67
1209,89705.38
1210,105934.66
1211,77580.41
1212,105934.64
1213,127203.01
1214,128123.95
1215,164876.6
1216,122404.98
1217,105934.63
1218,164850.39
1219,144362.14
1220,149755.35
1221,115125.18
1222,149023.98
1223,164444.2
1224,140546.86
1225,130170.34
1226,149050.79
1227,164352.54
1228,164372.01
1229,121829.81
1230,105934.66
1231,115946.22
1232,123192.11
1233,164352.66
1234,130457.91
1235,105934.67
1236,159487.34
1237,130481.47
1238,163553.09
1239,126968.09
1240,164436.18
1241,164425
1242,136687.95
1243,112401.03
1244,164373.4
1245,164373.4
1246,164373.39
1247,164373.39
1248,164373.39
1249,164373.38
1250,164373.38
1251,164373.38
1252,164373.38
1253,164373.38
1254,164373.38
1255,164373.38
1256,164373.38
1257,164373.38
1258,164373.37
1259,105934.64
1260,164352.67
1261,164352.66
1262,164352.66
1263,164352.66
1264,164352.66
1265,164352.66
1266,164352.66
1267,164352.66
1268,164352.66
1269,164352.66
1270,164352.66
1271,164352.66
1272,164352.66
1273,164352.66
1274,164352.66
1275,164352.66
1276,164352.66
1277,164352.66
1278,164352.66
1279,164352.66
1280,164352.65
1281,164352.65
1282,164352.65
1283,164352.65
1284,164352.65
1285,164352.65
1286,164352.65
1287,164352.65
1288,164352.65
1289,164352.65
1290,164352.64
1291,164352.64
1292,164352.64
1293,164352.64
1294,164352.63
1295,164352.63
1296,164352.63
1297,164352.63
1298,164352.63
1299,164352.63
1300,164352.63
1301,164352.63
1302,164352.63
1303,164352.62
1304,164352.62
1305,164352.62
1306,164352.61
1307,164352.6
1308,164352.59
1309,164352.59
1310,164352.59
1311,164352.58
1312,164352.58
1313,164352.54
1314,164352.54
1315,164352.41
1316,149050.67
1317,164345.11
1318,122243.94
1319,105934.71
1320,149050.52
1321,130457.97
1322,149050.56
1323,112401.08
1324,56220
1325,104814.74
1326,164211.77
1327,101027.4
1328,164070.75
1329,105934.67
1330,164103.72
1331,164096.27
1332,130457.79
1333,112421.43
1334,164071.52
1335,89078.1
1336,121645.25
1337,105934.68
1338,164041.79
1339,164041.46
1340,164020.71
1341,99000
1342,163929.74
1343,112380.71
1344,111663.34
1345,144258.69
1346,163929.86
1347,163929.83
1348,163929.78
1349,163929.76
1350,163929.74
1351,163929.74
1352,163929.74
1353,163929.74
1354,101947.66
1355,127886.02
1356,163845
1357,156027.31
1358,107023.2
1359,123170.03
1360,163806.21
1361,112421.45
1362,149050.73
1363,105934.7
1364,163785.49
1365,163768.65
1366,123192.16
1367,136501.28
1368,117262.93
1369,127203
1370,105934.65
1371,130481.59
1372,133647.74
1373,159821.08
1374,140865.17
1375,159693.53
1376,159693.52
1377,123105
1378,140546.87
1379,162249.88
1380,163574.51
1381,163573.5
1382,127886
1383,122404.96
1384,162441.05
1385,162441.04
1386,163538.6
1387,163451.6
1388,163451.59
1389,163438.13
1390,127677.6
1391,89416.8
1392,86840
1393,126984
1394,163346.8
1395,123105.03
1396,122404.99
1397,149044.62
1398,163285.14
1399,126984
1400,101989.63
1401,159457.26
1402,124568.32
1403,127677.6
1404,130505
1405,163155.51
1406,88400.7
1407,126393.65
1408,160529.83
1409,123104.98
1410,160529.74
1411,140546.88
1412,105934.64
1413,130457.41
1414,85270.03
1415,105934.66
1416,103290.56
1417,105934.67
1418,160209.96
1419,77580.4
1420,162944.57
1421,123105.02
1422,162323.39
1423,122405
1424,115873.07
1425,162857.57
1426,162857.56
1427,123192.2
1428,162808.88
1429,112421.44
1430,105934.65
1431,162514
1432,112421.45
1433,89416.8
1434,162699.26
1435,112421.45
1436,134074.15
1437,130481.59
1438,146649.31
1439,105934.64
1440,122007.76
1441,130457.94
1442,162527.43
1443,162240.46
1444,145321.6
1445,133387.55
1446,123921.07
1447,162441.06
1448,162441.03
1449,162441.03
1450,162441.01
1451,162441.01
1452,162441
1453,157858.05
1454,105934.65
1455,112421.44
1456,122404.99
1457,149045.04
1458,105934.67
1459,130481.55
1460,105934.67
1461,130476.39
1462,126984
1463,126984
1464,130457.96
1465,101345.76
1466,151554
1467,114937.1
1468,158087.51
1469,62712.06
1470,105934.65
1471,112421.43
1472,75291.37
1473,97758.37
1474,158751.73
1475,130481.51
1476,78100.39
1477,130457.87
1478,112421.41
1479,149023.9
1480,92782.63
1481,123105
1482,122404.98
1483,156916.91
1484,126952.57
1485,161636.03
1486,143742.18
1487,49340
1488,150940.19
1489,105934.66
1490,110242.93
1491,105934.64
1492,159737.96
1493,112421.44
1494,126968.08
1495,161361.81
1496,106065.17
1497,110638.65
1498,148909.65
1499,149023.93
1500,135314.45
1501,161254.64
1502,159737.99
1503,161219.01
1504,149050.77
1505,127477.29
1506,146125.06
1507,105934.66
1508,149050.55
1509,123105
1510,141621.16
1511,161044
1512,161031.61
1513,154858.96
1514,113225.29
1515,105934.66
1516,160928.82
1517,153902.71
1518,130481.47
1519,159457.92
1520,112416.8
1521,105934.7
1522,149104.13
1523,112155.05
1524,160725.5
1525,104154.6
1526,156306.93
1527,106065.18
1528,126984
1529,126922.95
1530,109729.2
1531,146006.09
1532,160598.73
1533,160598.72
1534,160598.71
1535,105934.69
1536,115295.02
1537,126873.14
1538,49340.01
1539,130871.01
1540,160480.9
1541,130481.51
1542,160468.7
1543,107690.63
1544,105934.64
1545,132474.12
1546,160415.66
1547,149990.75
1548,127969.56
1549,122404.99
1550,105934.66
1551,122404.99
1552,160257.08
1553,146186.13
1554,147766.97
1555,111499.51
1556,120798.63
1557,77580.4
1558,110880.9
1559,121916.96
1560,105934.65
1561,31848
1562,143467.09
1563,159457.99
1564,139079.51
1565,140546.9
1566,130481.56
1567,157396.59
1568,105934.67
1569,86756.61
1570,105934.68
1571,104987.85
1572,124968
1573,149044.9
1574,70670.96
1575,130457.94
1576,128170.22
1577,127203.02
1578,105857.35
1579,157532.89
1580,105934.63
1581,105934.65
1582,159457.99
1583,159457.98
1584,111890.05
1585,112421.49
1586,140433.05
1587,112401.08
1588,105253.26
1589,159406.01
1590,159406
1591,130481.59
1592,149050.24
1593,123104.99
1594,159128.42
1595,130457.94
1596,105934.65
1597,130457.9
1598,86249.25
1599,130457.92
1600,159402.37
1601,149033.91
1602,105934.66
1603,90094.2
1604,106125.77
1605,112401.1
1606,106065.16
1607,89078.1
1608,159057.05
1609,86332.15
1610,77569
1611,112401.08
1612,149050.75
1613,159117.85
1614,140546.92
1615,122404.99
1616,117303.52
1617,110806.97
1618,144582.9
1619,130481.55
1620,105934.65
1621,112421.45
1622,122404.98
1623,130481.54
1624,140546.88
1625,112421.45
1626,151553.96
1627,140433.05
1628,104661.67
1629,151174.24
1630,105934.64
1631,44390.4
1632,130457.91
1633,105934.66
1634,77580.4
1635,149023.2
1636,126984
1637,148969.96
1638,123105
1639,77580.4
1640,105934.68
1641,140002.84
1642,156483.22
1643,130434.29
1644,122405
1645,138878.88
1646,152503.34
1647,110242.88
1648,109942.38
1649,134807.11
1650,105934.64
1651,127431.51
1652,153334.65
1653,130505.21
1654,105934.65
1655,117646.08
1656,105934.65
1657,100281.13
1658,143947.09
1659,130481.54
1660,77287.11
1661,153323.83
1662,144789.7
1663,150504.25
1664,117283.23
1665,127677.56
1666,122404.99
1667,128123.98
1668,77580.4
1669,130481.52
1670,9867.93
1671,123105
1672,105934.68
1673,112421.42
1674,156391.44
1675,130481.52
1676,112401.07
1677,149050.75
1678,112421.44
1679,107144.76
1680,123240
1681,90094.21
1682,98906.26
1683,126617.7
1684,145891.45
1685,123105
1686,112421.46
1687,123105.02
1688,102578.76
1689,130466.78
1690,90094.2
1691,157714.54
1692,157709.99
1693,117303.66
1694,71499.38
1695,120396
1696,149024.01
1697,157633.02
1698,105934.65
1699,96546.12
1700,122405
1701,157539.97
1702,105934.65
1703,112380.71
1704,88062
1705,112421.45
1706,123105.03
1707,105934.68
1708,122665.5
1709,105934.68
1710,122405
1711,108058.92
1712,140546.88
1713,148448.51
1714,122404.98
1715,123104.99
1716,157004.78
1717,130505.22
1718,150126.33
1719,122405
1720,77580.4
1721,142922.01
1722,112421.44
1723,157181.85
1724,156118.23
1725,157181.83
1726,153934.83
1727,155049.82
1728,157181.82
1729,155049.82
1730,157181.82
1731,157181.82
1732,157181.81
1733,157181.81
1734,157181.8
1735,157181.8
1736,157181.8
1737,157181.44
1738,157177.01
1739,127203.02
1740,142843.99
1741,130481.53
1742,112421.47
1743,149274.7
1744,125274.6
1745,105934.64
1746,72410.16
1747,110242.94
1748,122404.99
1749,89078.1
1750,101268.3
1751,156236.85
1752,149044.7
1753,75109.37
1754,155957.13
1755,105934.67
1756,130481.55
1757,130476.41
1758,112421.43
1759,123104.99
1760,105934.66
1761,130481.43
1762,110638.63
1763,130481.55
1764,122404.98
1765,96252.02
1766,122404.96
1767,103385.86
1768,130481.59
1769,156693.69
1770,117303.66
1771,126922.95
1772,140203.28
1773,143553.65
1774,115295.01
1775,130457.94
1776,130457.95
1777,122404.99
1778,149050.72
1779,153782.06
1780,112421.42
1781,130481.57
1782,123105.02
1783,105934.64
1784,105934.67
1785,120988.29
1786,73659.64
1787,156493.88
1788,126984
1789,154673.71
1790,149050.02
1791,130505.21
1792,149050.4
1793,91858
1794,149023.77
1795,130481.57
1796,105934.64
1797,142125.5
1798,130481.56
1799,103065.94
1800,156170.72
1801,156157.66
1802,156154.5
1803,112380.73
1804,110800.24
1805,105934.67
1806,156131.87
1807,156131.57
1808,156122.8
1809,67008.38
1810,123013.02
1811,139256.2
1812,150479.01
1813,105934.67
1814,125217.2
1815,149023.71
1816,105934.68
1817,156007.01
1818,107603.86
1819,147167.95
1820,149077.25
1821,125518.8
1822,130457.72
1823,150951.2
1824,149034.25
1825,127677.6
1826,110222.96
1827,123105.02
1828,121579.09
1829,125179.98
1830,155858.06
1831,155858.06
1832,122405.01
1833,145888.7
1834,105934.66
1835,126857.55
1836,77569
1837,143253.43
1838,90911.13
1839,126984
1840,105934.66
1841,128147.09
1842,123809.4
1843,147093.75
1844,130481.56
1845,133142.35
1846,138927.58
1847,130457.94
1848,110238.92
1849,105934.64
1850,105934.65
1851,155446.62
1852,77569
1853,108635.19
1854,108170.36
1855,126495.6
1856,130504.93
1857,77580.4
1858,149044.93
1859,130457.97
1860,149044.91
1861,127586.24
1862,154447.36
1863,124372.08
1864,122405.01
1865,137128.01
1866,153070.58
1867,123187.73
1868,122405
1869,124297.8
1870,105934.65
1871,105934.66
1872,130457.95
1873,105934.64
1874,130457.94
1875,122706.75
1876,110223.05
1877,122262.44
1878,149044.59
1879,130476.4
1880,154673.67
1881,150550.24
1882,123104.99
1883,86419.77
1884,122404.96
1885,119496
1886,149103.73
1887,149050.74
1888,9868
1889,105934.67
1890,130457.93
1891,130505.14
1892,134097.86
1893,112421.38
1894,105934.66
1895,154690.6
1896,132327
1897,112401.09
1898,126800.85
1899,105934.65
1900,102942.2
1901,125323.44
1902,125199.63
1903,130457.88
1904,112401.08
1905,123958.62
1906,127203.02
1907,79594.5
