Id,BasePay
28436,24229.5
28437,23980.96
28438,26477.12
28439,26449.12
28440,23743.68
28441,25817.17
28442,25981.8
28443,26127.51
28444,24836.06
28445,26411.21
28446,24925.19
28447,26243.47
28448,26389.81
28449,23675
28450,23659
28451,26376.4
28452,25951.46
28453,26368.7
28454,26037
28455,22855.18
28456,26362.4
28457,21978.45
28458,26342.54
28459,26334.15
28460,25375.1
28461,23273.97
28462,26323.64
28463,23496.16
28464,12909.99
28465,26007.29
28466,26135.81
28467,26042.3
28468,26289.87
28469,21562.3
28470,23591.8
28471,22618.8
28472,21423.81
28473,21394
28474,25269.99
28475,25885.46
28476,0
28477,23382.18
28478,22531.81
28479,23377.78
28480,26230.01
28481,16451.32
28482,25781.36
28483,26179
28484,22973.61
28485,17341.02
28486,25837.3
28487,25499.8
28488,26107.2
28489,25700.24
28490,25099.7
28491,25852.23
28492,24816.55
28493,22514.36
28494,26085.78
28495,26080
28496,23288.73
28497,23171.53
28498,25776.99
28499,14180.4
28500,26037.52
28501,24404.21
28502,18252.79
28503,22441.2
28504,26027.7
28505,26027.7
28506,25997.14
28507,23704.76
28508,24691.16
28509,23951
28510,25540.03
28511,22756.11
28512,23547.9
28513,24637.2
28514,25843.17
28515,24760.31
28516,19550.04
28517,24236.2
28518,24236.2
28519,25903.84
28520,9101.57
28521,18730.92
28522,25884.83
28523,25722.3
28524,25872.3
28525,25871.03
28526,21600.02
28527,25849.48
28528,17079.25
28529,24236.2
28530,22744.58
28531,11209.5
28532,23423.49
28533,19715.01
28534,25707.02
28535,23681.01
28536,25771.12
28537,25764.6
28538,20567.49
28539,24236.2
28540,16110
28541,25434.91
28542,19895.01
28543,21021
28544,25102.5
28545,24468.73
28546,25428.76
28547,25685.54
28548,25291.47
28549,25351.38
28550,25051.2
28551,15840
28552,21981.6
28553,25542.5
28554,24405.61
28555,23637.6
28556,23603.26
28557,23623.01
28558,17876.89
28559,18951.54
28560,25526.33
28561,25605.19
28562,14865.5
28563,25107.66
28564,24050.22
28565,24746.89
28566,25574.29
28567,25552.5
28568,19923.4
28569,21888.15
28570,25534.97
28571,25513.89
28572,25509.2
28573,25509
28574,23317.23
28575,24395.56
28576,20829.25
28577,16524.41
28578,25434
28579,24244
28580,17710.86
28581,24966.2
28582,24619.41
28583,16421.57
28584,25134.01
28585,25429.6
28586,25170.06
28587,11985.96
28588,23360.41
28589,25389
28590,23485.55
28591,24481.05
28592,23450.99
28593,25371
28594,18099.5
28595,15630.09
28596,22589.6
28597,24286.96
28598,24665.42
28599,24168.7
28600,23431.86
28601,23725.87
28602,24982.69
28603,24719.12
28604,23590.05
28605,23039.67
28606,25247.4
28607,23564.02
28608,24691.79
28609,24245.95
28610,24322.5
28611,24710.3
28612,23335.38
28613,22136.8
28614,25190.81
28615,25189.09
28616,25182.02
28617,20785.33
28618,21466.59
28619,21283
28620,24025.08
28621,20471.15
28622,25024.42
28623,25117.84
28624,25152
28625,25150.5
28626,24944.89
28627,23651.37
28628,24334.63
28629,25114.38
28630,23931.35
28631,25102.11
28632,25102.07
28633,24911.18
28634,23228.26
28635,24734.71
28636,25076.24
28637,25040.88
28638,25028.07
28639,24528.01
28640,21547.5
28641,17740.04
28642,21194.02
28643,20037.18
28644,20263.51
28645,24654.88
28646,20732.86
28647,24963.61
28648,23909.95
28649,22656.77
28650,24929.42
28651,24929
28652,24925.77
28653,18995.37
28654,23794.22
28655,24921.4
28656,24515.64
28657,23470.81
28658,23603.07
28659,23378.41
28660,24887.03
28661,7473.43
28662,24843.31
28663,24075.02
28664,24833.48
28665,23078.99
28666,23192.05
28667,24789.23
28668,24006.34
28669,21673.8
28670,24539.32
28671,23497.76
28672,23394
28673,24762.46
28674,24756.83
28675,23618.33
28676,21087.86
28677,24213.55
28678,24032.84
28679,14821.11
28680,24714.91
28681,17885
28682,21069.39
28683,24543.89
28684,24243.47
28685,21151.65
28686,24503.7
28687,24053.29
28688,21252.52
28689,22499.8
28690,24161.03
28691,24048.23
28692,24372.9
28693,23096.38
28694,24251.38
28695,24208.29
28696,24058.31
28697,24419.95
28698,24629.1
28699,24627.38
28700,16523.2
28701,23845.9
28702,24221.16
28703,24146.31
28704,24609.87
28705,19526.05
28706,23478.5
28707,21079.5
28708,24363.36
28709,19982.11
28710,22530.13
28711,23938.5
28712,24550.88
28713,23248.47
28714,24285.91
28715,24532
28716,24529.01
28717,20004.82
28718,12314.41
28719,24516.86
28720,24153.9
28721,23232.47
28722,24495
28723,24230.89
28724,15655.34
28725,22296.1
28726,24421.9
28727,24148.53
28728,23591.54
28729,23717.04
28730,24097.12
28731,24219.04
28732,22878.63
28733,20860.2
28734,24152.45
28735,19001.76
28736,23887.87
28737,22193.96
28738,24025.52
28739,24157.07
28740,22313.66
28741,21101.52
28742,24316.74
28743,24107.81
28744,23538.77
28745,24290.44
28746,24280.73
28747,22688.48
28748,23468.07
28749,24240.42
28750,23434.15
28751,23818.82
28752,24206.6
28753,24196.46
28754,24182.5
28755,23507.18
28756,23091.22
28757,24165.01
28758,23946.52
28759,24054.91
28760,24156.9
28761,24152.2
28762,22363.14
28763,21839.78
28764,23171.48
28765,24119.6
28766,24116.44
28767,22414.84
28768,23450
28769,24085.74
28770,23470.48
28771,23640.17
28772,23277.15
28773,24040
28774,23728.78
28775,24026.4
28776,23979.26
28777,24017.5
28778,21884.02
28779,20511.4
28780,20713.9
28781,23685.8
28782,22412.24
28783,23514.71
28784,21079.5
28785,23728.55
28786,20612.93
28787,21182.59
28788,23973.19
28789,22421.79
28790,23955
28791,23827.52
28792,23765.01
28793,23916.63
28794,23054.15
28795,22484.24
28796,23055.36
28797,23156.27
28798,21292.68
28799,20990.94
28800,22784.87
28801,22508.96
28802,23871.01
28803,22382.35
28804,23866.4
28805,23590.63
28806,21592.78
28807,20484.75
28808,22931.61
28809,23804.36
28810,20630.63
28811,21136.7
28812,15005.2
28813,22959.35
28814,0
28815,23369.33
28816,23060.53
28817,20268.75
28818,23469.09
28819,23512.59
28820,21831.6
28821,21440.01
28822,561.2
28823,21200
28824,23673.51
28825,18770.41
28826,20993.48
28827,21968.03
28828,23643.5
28829,23247.04
28830,23630.59
28831,23273.5
28832,23433.9
28833,20511.4
28834,23606.26
28835,20674.13
28836,23588.91
28837,21454.25
28838,22162.53
28839,22081.08
28840,23329.19
28841,19943
28842,23383.12
28843,22542.81
28844,21977.05
28845,23330.02
28846,23262.63
28847,18511.15
28848,19145.77
28849,23485
28850,19397.3
28851,22512.34
28852,19841.57
28853,20127.4
28854,23458.2
28855,21178.25
28856,23427
28857,22413.36
28858,22959.95
28859,23158.64
28860,18481.58
28861,23362.16
28862,22184
28863,21268.34
28864,22552.1
28865,22976.87
28866,20951.02
28867,22506
28868,22946.33
28869,23191.44
28870,22419.54
28871,21642.9
28872,23013.27
28873,22406.7
28874,22135.45
28875,16067.55
28876,21434.5
28877,21176.14
28878,21492.82
28879,23199.15
28880,12847.2
28881,22076.1
28882,23175.6
28883,11314.1
28884,18296
28885,20780.29
28886,23162.7
28887,22995.4
28888,22870.15
28889,22148.7
28890,21800.45
28891,22682.25
28892,23112.9
28893,21365.18
28894,20145.08
28895,19040.24
28896,22261.3
28897,22806.71
28898,22759.01
28899,22398.3
28900,22731.49
28901,23049.43
28902,22286.4
28903,22992
28904,22992
28905,22330.84
28906,22972.79
28907,22343.75
28908,22574.04
28909,18236.56
28910,21049.72
28911,20540.13
28912,22831.25
28913,17979
28914,22902.76
28915,22195.47
28916,20493.33
28917,21836.11
28918,22405.54
28919,22238.73
28920,22879.41
28921,22876.5
28922,22442.98
28923,22865
28924,21266.09
28925,19458
28926,22845.08
28927,22771.16
28928,16651.3
28929,22839.51
28930,21691.25
28931,8556.29
28932,20994.38
28933,22760.8
28934,9480
28935,22596.04
28936,22499.93
28937,20685.3
28938,22722.39
28939,20583.72
28940,20335.59
28941,19405.09
28942,22503.81
28943,22704.51
28944,21563.9
28945,19458
28946,22551.72
28947,22008.45
28948,22553.62
28949,22218.31
28950,22290.66
28951,22682.05
28952,22674.05
28953,22673.34
28954,16315.9
28955,21581.83
28956,22435.86
28957,22630.74
28958,20658.44
28959,20773.11
28960,22625.25
28961,21930.93
28962,22613.53
28963,21971
28964,19064.75
28965,22355.61
28966,22607.86
28967,22119.81
28968,22018.39
28969,9464
28970,9464
28971,9464
28972,9464
28973,9464
28974,9464
28975,9464
28976,20554.7
28977,22238.54
28978,22566.66
28979,22563
28980,22563
28981,20634.69
28982,21806.44
28983,22483.13
28984,21687.41
28985,22078.82
28986,20398.38
28987,21568.91
28988,20526.83
28989,22524.44
28990,22520.84
28991,21745.23
28992,22134.4
28993,20885.47
28994,22486.97
28995,22035.43
28996,21949.2
28997,22430.75
28998,22442.75
28999,19233.9
29000,21574
29001,22424.81
29002,17885.01
29003,17023
29004,22265.58
29005,22406.06
29006,21547.5
29007,22390.63
29008,21949.95
29009,17328.54
29010,21564.15
29011,17985.01
29012,22153.07
29013,21386.4
29014,20511.4
29015,20322.4
29016,21568.83
29017,21435.26
29018,18840.48
29019,21913.8
29020,21802.09
29021,21644.5
29022,21178.3
29023,21643.92
29024,22243.28
29025,21011.2
29026,22273.6
29027,17885
29028,22252.63
29029,10443.6
29030,21884.52
29031,21513.96
29032,21574
29033,20214.72
29034,21085.07
29035,14500.51
29036,21901.33
29037,19344.02
29038,17973.74
29039,21175.48
29040,21583.89
29041,21590.1
29042,19254.91
29043,21438.45
29044,21564
29045,22100.72
29046,21781.19
29047,22021.97
29048,21795.24
29049,15312.1
29050,21371.71
29051,21195
29052,17885
29053,20583.54
29054,9464
29055,21248.11
29056,21790.6
29057,21735.31
29058,20933.17
29059,7416
29060,21574
29061,22057.93
29062,18387.2
29063,18232
29064,20447.7
29065,21373.25
29066,21699.75
29067,22034.09
29068,21563.3
29069,21572.16
29070,15453.55
29071,16490.35
29072,20511.4
29073,21997.06
29074,20479.8
29075,21670.88
29076,21498.4
29077,19013.24
29078,18602.54
29079,21545.35
29080,21960.02
29081,14652
29082,21563.64
29083,21704.61
29084,20384.1
29085,20354.2
29086,18978.29
29087,17399.43
29088,19233.59
29089,21896
29090,18775.95
29091,21563.72
29092,21452.45
29093,21569.71
29094,21567.05
29095,21833.63
29096,21875.89
29097,21875.6
29098,21563.06
29099,21142.03
29100,21874.49
29101,21336.57
29102,21490.65
29103,21571.4
29104,21032.42
29105,21856.92
29106,21614.83
29107,19310
29108,21517.2
29109,20259.01
29110,21679.58
29111,21403.35
29112,21306.11
29113,18526.9
29114,21760.2
29115,21758.01
29116,18647.25
29117,21753.75
29118,21236.19
29119,21743.2
29120,21563.47
29121,20235.66
29122,21716.37
29123,21352.71
29124,21394.76
29125,21087.97
29126,20511.4
29127,20360.91
29128,21660.13
29129,10256.4
29130,20622.44
29131,21488.91
29132,20796.23
29133,18072.28
29134,20855.59
29135,21617.03
29136,21594.15
29137,19532.85
29138,21307.26
29139,20385.73
29140,21512.81
29141,21503.8
29142,21482.41
29143,17831.03
29144,21182.81
29145,21476.42
29146,20058.12
29147,17049.81
29148,21462
29149,19579.15
29150,21093.38
29151,10489.5
29152,19893.01
29153,20741.69
29154,20918.7
29155,12829.36
29156,17855.58
29157,21387.84
29158,21172.89
29159,21378.31
29160,21377.41
29161,18318
29162,16874.41
29163,21361.2
29164,19249.1
29165,21309.5
29166,19878.51
29167,21283.13
29168,21300.01
29169,20907.26
29170,20521.02
29171,19379.24
29172,19331.48
29173,20938.61
29174,21289
29175,20989.23
29176,21248.75
29177,17440.27
29178,20843.43
29179,21004
29180,20304.44
29181,21189.46
29182,18406.4
29183,5808
29184,16883.61
29185,21165.28
29186,7396.78
29187,19885.8
29188,19758.92
29189,21149.15
29190,21137.12
29191,20948.62
29192,21132
29193,21108.09
29194,20830.3
29195,17592.91
29196,19095.42
29197,19236.36
29198,20276.69
29199,20087.3
29200,16490.26
29201,20285.39
29202,21058.8
29203,21044.67
29204,21043.8
29205,20509.1
29206,21029.67
29207,21024.3
29208,21024.3
29209,21018.72
29210,20316.5
29211,20990.18
29212,20938.7
29213,18771
29214,18100.8
29215,14322.71
29216,20950.61
29217,20948.12
29218,19454.35
29219,20732.48
29220,20937.54
29221,19620.44
29222,20634.77
29223,20328.11
29224,20912
29225,18921.15
29226,20577.17
29227,18377.5
29228,17682.21
29229,19745.84
29230,20859.01
29231,20059.2
29232,20834.6
29233,20827.16
29234,19344.48
29235,20808.1
29236,20368.38
29237,18044.56
29238,20799.04
29239,19955.42
29240,19147.96
29241,16859.29
29242,20748.25
29243,20078.2
29244,20740
29245,20737.88
29246,16977.92
29247,20731.52
29248,10161
29249,17742.32
29250,20717.65
29251,19314
29252,19763.94
29253,20662.55
29254,20454.64
29255,20447.85
29256,17728.1
29257,20650.6
29258,17584.47
29259,20501.59
29260,20638.88
29261,3873
29262,19181.56
29263,14600.99
29264,19981.48
29265,20586.2
29266,18683.62
29267,19833.85
29268,19553.01
29269,20368.4
29270,12997.95
29271,20560.65
29272,20562.33
29273,19829.66
29274,17827.27
29275,17551.8
29276,16805.24
29277,20533.91
29278,10054.69
29279,20316.5
29280,20538.01
29281,19562.7
29282,17474.06
29283,20520.4
29284,20514.62
29285,19829.6
29286,19034.28
29287,20188.73
29288,17800.63
29289,20456.8
29290,19802.94
29291,20434.35
29292,14511.97
29293,17886.36
29294,18263.32
29295,20110.02
29296,20415.8
29297,18699.64
29298,17733.29
29299,20156.96
29300,17634.4
29301,20039.6
29302,20048.67
29303,17416.04
29304,18969.78
29305,19608.23
29306,13784.48
29307,16442.43
29308,17655.07
29309,19996.3
29310,19811.47
29311,17564.76
29312,20269.26
29313,19259.9
29314,18409.95
29315,16706.05
29316,20235.01
29317,20226.03
29318,20221.03
29319,19990
29320,20204.5
29321,20190
29322,19917.63
29323,17326.2
29324,18351.4
29325,20182.59
29326,20180.09
29327,20175.9
29328,20148.7
29329,17551.39
29330,15069.06
29331,20140.47
29332,18309.2
29333,15771.4
29334,20127.38
29335,20121.35
29336,20107.19
29337,19458
29338,20097.73
29339,18451.61
29340,17690.22
29341,18820.09
29342,17784.82
29343,20067.52
29344,16275.27
29345,20065.16
29346,13756.98
29347,20064.22
29348,19834.69
29349,19458
29350,19620.01
29351,19282.07
29352,20048.17
29353,17468
29354,19969.37
29355,19600.76
29356,17029.45
29357,19371
29358,19185.26
29359,18881.18
29360,18402.71
29361,17768.59
29362,19611.65
29363,19813.19
29364,20011.34
29365,19321.65
29366,19595.56
29367,12910
29368,19982.48
29369,19981.5
29370,19650.47
29371,19949.8
29372,19947.32
29373,17025.75
29374,19918.83
29375,19198.22
29376,17950.72
29377,17341.34
29378,18645.89
29379,4692.81
29380,19888.9
29381,19880.82
29382,17025.75
29383,17025.75
29384,19859.23
29385,19292.55
29386,19762.8
29387,19690.39
29388,19057.81
29389,19836.75
29390,19351.86
29391,19119.51
29392,18992.28
29393,17546.48
29394,8918
29395,17287.82
29396,6050.2
29397,19391.09
29398,19608.23
29399,19106.85
29400,19786.06
29401,19779.53
29402,19115.35
29403,18151.47
29404,19547.5
29405,17433.86
29406,18374.4
29407,19461.44
29408,0
29409,16437.62
29410,19488.4
29411,19685.3
29412,3387
29413,19676.73
29414,15875.86
29415,15127.8
29416,19336.05
29417,16855.65
29418,19659.6
29419,19140.48
29420,17288.01
29421,19618.96
29422,19616
29423,19392.83
29424,19549.2
29425,19181.4
29426,17647.12
29427,19601.85
29428,19402.78
29429,19589.85
29430,15518.97
29431,18892.75
29432,18944.8
29433,18491.09
29434,19572.53
29435,19321.23
29436,17381.41
29437,19491.66
29438,19410.63
29439,19317.15
29440,19520.1
29441,19518.05
29442,17813.8
29443,19499.01
29444,19463.52
29445,14553
29446,11935.6
29447,18912.13
29448,18384.8
29449,9464
29450,9464
29451,9464
29452,9464
29453,9464
29454,18970.16
29455,15442.53
29456,19380.2
29457,18905.58
29458,19440
29459,18280.23
29460,17789.05
29461,19371
29462,18910.7
29463,18377.08
29464,18607.28
29465,19373.02
29466,9464
29467,6774
29468,19293.13
29469,17594.33
29470,19388.01
29471,14525.94
29472,19373.64
29473,17212
29474,16708.24
29475,19361.4
29476,19351.74
29477,16987.4
29478,19346.8
29479,19312.2
29480,19339
29481,16537.28
29482,19330.4
29483,19329.9
29484,18562.81
29485,19017.29
29486,18671.4
29487,16935.7
29488,19292.4
29489,19291.3
29490,0
29491,18561.81
29492,18781.1
29493,17826.18
29494,17287.79
29495,17404.41
29496,17482.16
29497,16215
29498,18413.78
29499,16486.2
29500,18309.24
29501,13441.81
29502,18592.2
29503,17930.26
29504,18866.21
29505,19194
29506,18597.72
29507,17030.94
29508,18882.75
29509,17468
29510,17383.55
29511,6283.61
29512,19150.96
29513,19086.71
29514,9464
29515,19135.49
29516,18396.12
29517,6893.2
29518,19116.09
29519,18993.6
29520,16625.71
29521,18353.52
29522,18178.65
29523,19096.59
29524,19078.28
29525,6774
29526,15005.65
29527,8799
29528,19036.4
29529,18231.95
29530,19016.85
29531,19011.52
29532,16536
29533,19006.82
29534,15233.42
29535,18860
29536,17147.01
29537,18860
29538,18374.77
29539,18984.13
29540,18979.79
29541,18190.79
29542,14060.75
29543,18955.6
29544,18940.75
29545,12715.5
29546,18059.45
29547,18425.07
29548,18900
29549,18176.93
29550,18651.19
29551,17509.3
29552,17173.81
29553,17510.14
29554,16185.75
29555,16501
29556,16762.59
29557,15824.5
29558,17575.43
29559,18865.2
29560,16799.61
29561,18277.35
29562,18322.87
29563,18568.9
29564,18837.32
29565,18612.75
29566,18836.43
29567,18832
29568,18824.24
29569,18821.76
29570,17634.4
29571,17477.7
29572,17118.09
29573,17228.83
29574,18725.25
29575,18784
29576,18784
29577,18784
29578,11528.21
29579,18768.51
29580,15332.21
29581,15837.44
29582,18753.93
29583,5895.99
29584,18727.22
29585,17842.15
29586,18719.86
29587,16941
29588,17963.25
29589,17712.35
29590,18670
29591,18202.76
29592,18664.17
29593,17812.66
29594,15967.89
29595,18650.87
29596,18623.23
29597,16877.93
29598,18500.63
29599,18275.4
29600,18587.9
29601,16654.75
29602,13860.23
29603,18556.22
29604,11705.21
29605,18548
29606,17837.74
29607,18520.49
29608,18190.76
29609,17181.48
29610,17690.7
29611,18253.69
29612,18496.99
29613,14141.22
29614,15810.55
29615,18389.18
29616,18411.32
29617,13386.02
29618,11658.35
29619,17759.66
29620,17905
29621,13300.54
29622,17836.5
29623,17836.5
29624,18349.65
29625,17926.54
29626,3708
29627,17899.84
29628,17891.68
29629,17651.17
29630,17446.8
29631,18391.35
29632,17106.52
29633,18389.8
29634,17491.5
29635,18381
29636,18148.9
29637,17672.96
29638,18168.66
29639,18355.96
29640,18353.72
29641,17035.17
29642,18336.64
29643,17086.5
29644,18315.12
29645,16957.43
29646,5982.01
29647,18030.99
29648,18298.6
29649,18303.7
29650,18186.45
29651,18295.2
29652,16366.68
29653,17810.09
29654,17530.72
29655,15729
29656,17548.04
29657,16935.53
29658,17901.86
29659,18203.4
29660,18198.16
29661,18179.18
29662,17911.05
29663,18165
29664,17940
29665,17896.62
29666,17655.66
29667,17551.8
29668,17083.06
29669,16779
29670,17659.16
29671,18125.8
29672,17567.53
29673,17075.79
29674,18106.2
29675,7078.32
29676,18106.2
29677,16697.17
29678,18090.93
29679,18084.9
29680,18084.9
29681,18084.9
29682,18084.9
29683,18084.9
29684,18079.95
29685,17585.29
29686,14612.98
29687,14773
29688,16893.5
29689,18057
29690,18056.95
29691,18032.94
29692,17577.3
29693,18040.78
29694,17971.96
29695,17753.09
29696,17910.74
29697,17064.35
29698,15780
29699,14986.58
29700,17319.6
29701,17821.33
29702,17998.2
29703,15301.1
29704,17991.73
29705,17551.18
29706,17165.94
29707,17416.8
29708,17575.6
29709,8406.98
29710,17843.94
29711,17616.67
29712,17901.1
29713,17961.56
29714,16363.47
29715,17812.62
29716,16142.83
29717,3387
29718,17926.88
29719,17905.37
29720,15338.28
29721,17446.54
29722,17883.98
29723,16593.17
29724,17875.76
29725,17874.45
29726,17869.5
29727,17300.5
29728,17051.53
29729,17479.41
29730,16263.28
29731,14708.43
29732,17832.9
29733,14827.89
29734,14654.4
29735,17809.23
29736,14432.62
29737,17824
29738,15668.21
29739,15740.93
29740,17252.74
29741,17407
29742,17381.14
29743,15367.43
29744,17789.4
29745,17095.05
29746,13244.27
29747,17646.44
29748,17534.91
29749,17709.19
29750,17737.91
29751,17736.5
29752,16268.12
29753,16460.19
29754,17404.99
29755,16142.76
29756,17723.63
29757,17720.01
29758,17477.4
29759,16603.6
29760,17330.67
29761,17694.2
29762,17690.15
29763,17509.29
29764,17025.75
29765,16375.99
29766,17277.75
29767,17176
29768,17656.8
29769,14825.83
29770,17553.22
29771,16885.29
29772,16690.87
29773,17552.28
29774,14851.46
29775,17107.76
29776,16964.29
29777,9661.52
29778,17459.13
29779,17202.33
29780,16163.6
29781,17200.59
29782,17557.81
29783,17554.75
29784,16860.4
29785,13277.61
29786,17503.77
29787,14584.8
29788,17001.33
29789,17523.17
29790,17517.61
29791,17516.71
29792,13611.07
29793,16104.59
29794,17479.8
29795,17431.8
29796,17192.95
29797,17465.78
29798,14791.3
29799,17461.86
29800,14654.15
29801,15107.98
29802,16935.3
29803,17288
29804,15003.7
29805,17045.18
29806,17405.18
29807,17402.14
29808,17400.81
29809,17173.4
29810,17388.86
29811,17388.49
29812,17375.38
29813,16691.46
29814,17175.18
29815,17347
29816,17048.69
29817,17077.97
29818,14863.75
29819,17318.88
29820,15972.17
29821,15735.62
29822,15701.01
29823,17288.01
29824,17277.77
29825,16760.11
29826,16430.79
29827,13958.45
29828,15437.41
29829,14752
29830,17244
29831,7641.72
29832,16859.1
29833,15975
29834,16028.28
29835,11840
29836,16665.9
29837,17058.09
29838,15398.23
29839,17214.32
29840,17098.03
29841,17204.52
29842,17188.52
29843,15808.57
29844,16855.85
29845,17176.12
29846,17168.48
29847,17167.4
29848,17122.33
29849,17098.21
29850,17152.07
29851,17148.47
29852,17132.73
29853,17103.57
29854,6349
29855,16245.82
29856,17099.22
29857,2221
29858,16974
29859,16974
29860,16974
29861,16805.85
29862,7687.4
29863,17081.53
29864,15990.59
29865,16863.33
29866,17062.72
29867,16865.25
29868,15289.1
29869,15254.37
29870,17040.62
29871,16797.28
29872,16683.8
29873,17030.46
29874,16855.63
29875,15918.9
29876,16781.22
29877,16781.39
29878,14500.09
29879,15492.68
29880,16924.02
29881,16984
29882,14590.56
29883,16847.56
29884,16974.03
29885,16974
29886,16974
29887,16974
29888,15637.82
29889,16964.41
29890,16962.22
29891,16667.97
29892,15552.71
29893,16943.71
29894,16312.25
29895,15435.43
29896,16681.73
29897,16284.14
29898,16922.21
29899,9137.22
29900,16916.56
29901,8451.15
29902,16911.98
29903,16785.4
29904,16900
29905,16615.29
29906,16832.01
29907,15886.2
29908,13882.4
29909,16624.05
29910,16319.44
29911,16849.25
29912,16253.3
29913,16527.5
29914,16861.26
29915,16230.6
29916,16590.01
29917,16853.26
29918,16603.1
29919,16680.66
29920,14007.43
29921,16767.23
29922,13782.75
29923,14916.46
29924,16552.66
29925,16795
29926,5739.9
29927,11403
29928,16153
29929,16772.46
29930,15588.69
29931,16565
29932,16667.65
29933,15383.1
29934,16104.72
29935,16712.21
29936,16569.51
29937,16727.37
29938,16724.47
29939,15370.47
29940,14956.53
29941,16706.01
29942,15892.31
29943,16321.2
29944,16637.85
29945,16663.4
29946,16442.05
29947,15488.2
29948,16687.83
29949,16407
29950,16685.61
29951,16341.41
29952,16339.74
29953,16676.84
29954,15325.91
29955,15468.94
29956,16641.96
29957,16657.15
29958,16637.8
29959,16635
29960,16632.03
29961,16632
29962,10187.43
29963,16624.05
29964,16624.05
29965,16624.05
29966,16624.05
29967,16624.05
29968,16624.05
29969,16624.05
29970,16624.05
29971,16624.04
29972,15852.2
29973,15514.2
29974,16577.94
29975,16390.69
29976,15661.6
29977,9803.5
29978,15937.86
29979,15459.53
29980,16436.78
29981,16567.35
29982,15601.6
29983,16558.5
29984,16251.49
29985,16541.91
29986,5077.17
29987,16528.36
29988,16525.62
29989,14156.1
29990,16513.74
29991,16038.12
29992,14418.17
29993,16246.53
29994,15696
29995,16477.31
29996,16476.94
29997,15998.52
29998,14889.95
29999,16432.45
30000,15278.47
30001,16422.51
30002,13234.2
30003,16411.8
30004,16403.69
30005,13500.55
30006,16376.1
30007,16384.1
30008,15850.5
30009,15522
30010,13238.56
30011,16119
30012,16365.88
30013,15376.3
30014,16356.7
30015,14946.63
30016,15935.1
30017,13782.75
30018,14983.95
30019,16305.24
30020,15805.48
30021,15228.5
30022,16046.28
30023,0
30024,10806.46
30025,14344.17
30026,15284.21
30027,16248.72
30028,15846.71
30029,16240.85
30030,14905.5
30031,6673.5
30032,14866.28
30033,16039.8
30034,16216.95
30035,16060.37
30036,16028.9
30037,15046.5
30038,15787.85
30039,11565
30040,12528.75
30041,16171.37
30042,16142.5
30043,14827.05
30044,15956.33
30045,15952.41
30046,15761.71
30047,16148.65
30048,13828.41
30049,16144.05
30050,16143.49
30051,16134.4
30052,12850
30053,15535.24
30054,13978.01
30055,16119.98
30056,15991.6
30057,15795.06
30058,13839.89
30059,15889.35
30060,15522.01
30061,15918.51
30062,15918.5
30063,16077.28
30064,15974.16
30065,14785.21
30066,16069.54
30067,16060.89
30068,16060.2
30069,15822.93
30070,11412.2
30071,16056.2
30072,15847.14
30073,13132
30074,16052.68
30075,16049.64
30076,2273.26
30077,15404.25
30078,16023.2
30079,12454.78
30080,16007.92
30081,13320
30082,15969.88
30083,15966.51
30084,15548.22
30085,11884.97
30086,15962.85
30087,15957.04
30088,15953.76
30089,15614.26
30090,13297.48
30091,15937.54
30092,5442.6
30093,15372.65
30094,15663.44
30095,14629.85
30096,14863.75
30097,14292
30098,15600.84
30099,15644.41
30100,15895.07
30101,15325.88
30102,15890.88
30103,15122.16
30104,15869.11
30105,12898.94
30106,15860.69
30107,3626.04
30108,14098.46
30109,4018.58
30110,15850.12
30111,15196.43
30112,15710.2
30113,15549.42
30114,15451.66
30115,15550.44
30116,15830.35
30117,13387.82
30118,15478.4
30119,15550.78
30120,15474.4
30121,10485.97
30122,15072.56
30123,15053.98
30124,14219.22
30125,15788.88
30126,15787.13
30127,15621.96
30128,9334.68
30129,15770
30130,15758.38
30131,15090.85
30132,13656.11
30133,15733.48
30134,15716.42
30135,15442.69
30136,15734.4
30137,15474.4
30138,15213.02
30139,15700.88
30140,15227.76
30141,15396.34
30142,14928.49
30143,15410.34
30144,3758.07
30145,15684
30146,14179.88
30147,10161
30148,15674.5
30149,15628.65
30150,14381
30151,8796
30152,14377.65
30153,14138.77
30154,15627.4
30155,15258.52
30156,5451.6
30157,15623.2
30158,15418.72
30159,14737.21
30160,15586.56
30161,15189.69
30162,14716.7
30163,2881.2
30164,15581.24
30165,15330.51
30166,14186.34
30167,15134
30168,15557.04
30169,15588.92
30170,15428.7
30171,15586.56
30172,15232
30173,15402.13
30174,15377.16
30175,15548.33
30176,13890.89
30177,4516.56
30178,15134.77
30179,15522.71
30180,15332.85
30181,15350.4
30182,14527.48
30183,3125.63
30184,13661.5
30185,15331.6
30186,15170
30187,15478.48
30188,15469.33
30189,14952.18
30190,13442.48
30191,14511.74
30192,15449.98
30193,14911.56
30194,15448.5
30195,14571.43
30196,14463.31
30197,14669.59
30198,15422.46
30199,13051.61
30200,12774.18
30201,15420
30202,14580.26
30203,15403.5
30204,15400.8
30205,15393.6
30206,15393.47
30207,15393.19
30208,14913.99
30209,14511.45
30210,14301.81
30211,15169.75
30212,13478.72
30213,14023.81
30214,13433.2
30215,14964.34
30216,15350.4
30217,14943.03
30218,15342.9
30219,14081.78
30220,15338.08
30221,13720.9
30222,15326.37
30223,12538.61
30224,15297.37
30225,14929.62
30226,15152.68
30227,14917.7
30228,14941.05
