Date,Open,High,Low,Close,Volume
2010-04-19,10448.04,10448.3,10344.71,10390.86,293535328
2010-04-20,10390.82,10488.96,10390.82,10487.59,326392192
2010-04-21,10487.53,10518.41,10446.65,10469.15,375557248
2010-04-22,10469.08,10586.91,10416.28,10435.61,481226176
2010-04-23,10435.6,10610.34,10435.6,10601.54,439297152
2010-04-26,10601.38,10773.3,10601.38,10690.08,433043552
2010-04-27,10690.18,10690.18,10470.05,10470.05,390186816
2010-04-28,10470.11,10470.11,10259.89,10299.04,548618432
2010-04-29,10299.06,10403.2,10279.42,10392.96,423612672
2010-04-30,10392.84,10466.9,10340.19,10366,373308800
2010-05-04,10366,10439.38,10133.85,10151.44,435979552
2010-05-05,10151.33,10163.2,9961.28,9982.14,533084608
2010-05-06,9982.15,10076.78,9846.9,9902.74,523691968
2010-05-07,9903.11,9903.11,9448.64,9491.89,750320512
2010-05-10,9491.89,10004.75,9491.89,10004.75,601818176
2010-05-11,10004.91,10004.91,9828.22,9976.86,439764832
2010-05-12,9976.81,10187.23,9951.64,10186.92,565012544
2010-05-13,10186.87,10297.99,10186.87,10285.96,411810880
2010-05-14,10286.03,10286.03,10012.33,10022.9,437112096
2010-05-17,10022.99,10041.3,9918.16,9932.03,371938336
2010-05-18,9931.98,10047.68,9931.98,9993.24,511769472
2010-05-19,9993.25,9993.25,9670.62,9670.62,588093824
2010-05-20,9670.66,9768.08,9345.74,9433.59,616876160
2010-05-21,9433.68,9481.48,9293.68,9446.94,559771712
2010-05-24,9446.84,9562.88,9421.87,9477.57,299320544
2010-05-25,9477.63,9477.63,9140.89,9189.35,493630176
2010-05-26,9189.37,9459.16,9189.37,9392.67,724172288
2010-05-27,9392.65,9647.25,9392.65,9647.25,460696768
2010-05-28,9647.21,9752.8,9637.14,9637.14,506188320
2010-06-01,9636.97,9639.14,9434.68,9621.53,391819648
2010-06-02,9621.44,9660.38,9507.17,9660.38,350604192
2010-06-03,9660.28,9850.66,9660.28,9801.18,368346336
2010-06-04,9801.16,9842.77,9587.76,9599.85,383678400
2010-06-07,9599.92,9599.92,9437.48,9477.7,310587712
2010-06-08,9477.68,9534.07,9319.55,9356.17,501781408
2010-06-09,9356.05,9487.18,9356.05,9487.18,389505792
2010-06-10,9487.18,9609.68,9402.33,9609.68,391217920
2010-06-11,9609.6,9706.39,9598.73,9662.59,368527264
2010-06-14,9662.53,9795.41,9662.53,9795.41,261673024
2010-06-15,9795.44,9888.08,9740.92,9880.25,327990112
2010-06-16,9880.27,9949.92,9834.45,9859.95,336985152
2010-06-17,9860.14,9917.12,9850.52,9863.8,322406464
2010-06-18,9863.77,9952.7,9863.77,9952.7,551289728
2010-06-21,9952.44,10092.48,9952.44,9997.81,286918336
2010-06-22,9997.97,9997.97,9835.39,9938.73,382399616
2010-06-23,9938.76,9938.76,9816.02,9833.16,284233888
2010-06-24,9833.04,9857.92,9692.17,9698.3,335335776
2010-06-25,9698.35,9730.91,9606.05,9606.05,275142016
2010-06-28,9605.91,9660.33,9575.76,9644.88,288085120
2010-06-29,9644.87,9644.87,9365.29,9365.29,391475328
2010-06-30,9365.35,9414.06,9346.05,9366.12,444005184
2010-07-01,9366.23,9366.24,9126.42,9139.65,459197024
2010-07-02,9139.67,9301.49,9139.67,9276.39,342039648
2010-07-05,9276.33,9313.12,9247.76,9301.35,262323632
2010-07-06,9301.25,9501.2,9301.25,9501.09,390871488
2010-07-07,9501.26,9562.68,9374.32,9562.68,332821952
2010-07-08,9562.7,9726.76,9562.7,9719.18,358175232
2010-07-09,9719.07,9781.76,9719.06,9745.79,297710464
2010-07-12,9746.07,9798.51,9727.89,9774.16,238329856
2010-07-13,9774.22,9938.4,9767.55,9938.4,312124736
2010-07-14,9938.36,9995.62,9838.27,9895.61,299259200
2010-07-15,9895.57,9949.07,9826.67,9852.45,377931328
2010-07-16,9852.37,9941.2,9775.31,9775.31,339813120
2010-07-19,9775.36,9832.42,9709.07,9726.48,305519776
2010-07-20,9726.33,9778.56,9649.45,9691.32,364616672
2010-07-21,9691.38,9872.24,9691.38,9846.3,421492032
2010-07-22,9846.34,10003.18,9804.41,10003.18,355550496
2010-07-23,10003.06,10102.19,9976.94,10093.67,337451488
2010-07-26,10093.57,10174.75,10084.99,10138.12,342636992
2010-07-27,10138.1,10200.23,10106.13,10106.43,414957984
2010-07-28,10106.3,10130.4,10004.9,10019.7,389334688
2010-07-29,10019.7,10125.1,10019.7,10074.2,350476032
2010-07-30,10074,10074.1,9912.38,9948.72,311791040
2010-08-02,9948.65,10161.2,9948.65,10161.2,318104352
2010-08-03,10161.1,10161.1,10088.4,10135.9,339680672
2010-08-04,10135.85,10155.7,10048.09,10126.41,340594016
2010-08-05,10126.48,10200.74,10124.09,10166.13,323333856
2010-08-06,10166.03,10222.03,10083.37,10089.79,439583744
2010-08-09,10089.83,10212.24,10089.83,10212.24,261358640
2010-08-10,10212.57,10212.57,10057.9,10079.79,310537184
2010-08-11,10079.66,10079.67,9854.49,9854.49,389954560
2010-08-12,9854.46,9854.46,9735.41,9788.31,337793408
2010-08-13,9788.19,9855.08,9735.47,9782.31,271266752
2010-08-16,9782.27,9813.5,9723.22,9774.23,260724832
2010-08-17,9774.3,9911.85,9774.27,9911.85,262195440
2010-08-18,9912.01,9912.01,9858.17,9886.79,246772368
2010-08-19,9886.85,9958.77,9833.63,9835.08,339622816
2010-08-20,9835.3,9856.83,9724.47,9761.15,286077280
2010-08-23,9760.91,9869.35,9752.09,9826.15,242009840
2010-08-24,9826.43,9826.43,9641.88,9700.91,315724640
2010-08-25,9700.99,9747.95,9583.97,9623.56,336702784
2010-08-26,9623.31,9702.69,9623.31,9677.94,257011408
2010-08-27,9678.06,9782.4,9675.89,9779.9,276255808
2010-08-31,9780.07,9825.14,9678.82,9825.14,336214752
2010-09-01,9825.01,10060.89,9824.55,10060.89,381339264
2010-09-02,10060.95,10154.4,10040.44,10140.97,420623072
2010-09-03,10140.89,10233.1,10118.26,10204.11,337451136
2010-09-06,10204.07,10266.09,10204.07,10240.41,204501728
2010-09-07,10240.41,10240.41,10150.4,10181.27,258006384
2010-09-08,10181.03,10229.1,10102.99,10216.71,288681248
2010-09-09,10216.9,10326.03,10202.96,10325.7,312506336
2010-09-10,10325.79,10407.33,10290.72,10401.78,271998240
2010-09-13,10401.68,10518.54,10401.58,10508.33,285880032
2010-09-14,10508.47,10532.37,10450.63,10472.44,299578400
2010-09-15,10472.54,10508.16,10446.04,10494.27,300775488
2010-09-16,10494.32,10499.18,10427.29,10442.12,293869312
2010-09-17,10441.97,10554.44,10430.63,10440.98,692744704
2010-09-20,10441.97,10548.19,10430.63,10548.19,289765600
2010-09-21,10548.18,10584.28,10533.87,10545.07,349146880
2010-09-22,10544.9,10583.21,10421.77,10448.33,298324480
2010-09-23,10448.26,10502.19,10363.62,10426.02,363887840
2010-09-24,10426.16,10544.84,10385.69,10539,299563840
2010-09-27,10538.97,10613.28,10538.87,10562.65,301401280
2010-09-28,10562.68,10572.28,10460.69,10552.41,316501696
2010-09-29,10552.35,10598.28,10532.74,10562.53,263584992
2010-09-30,10562.42,10628.65,10523.09,10531.8,357837152
2010-10-01,10531.8,10644.81,10531.76,10592.47,327151136
2010-10-04,10592.54,10610.15,10549.7,10563.81,311264384
2010-10-05,10563.91,10689.09,10560.93,10681.96,338228288
2010-10-06,10681.96,10800.23,10681.11,10800.23,397532192
2010-10-07,10800.24,10833.27,10742.41,10765.62,380740800
2010-10-08,10765.8,10766.24,10696.68,10724.91,375923904
2010-10-11,10724.95,10814.89,10724.53,10804.84,285179744
2010-10-12,10804.87,10804.87,10661.71,10753.56,293080928
2010-10-13,10753.51,10902,10719.91,10902,379761632
2010-10-14,10901.64,10955.77,10875.84,10882.66,313231808
2010-10-15,10882.57,10906.33,10790.89,10833.51,331769216
2010-10-18,10833.74,10882.85,10777.89,10875.09,241067344
2010-10-19,10875.13,10916.54,10813.14,10826.21,320137888
2010-10-20,10826.19,10831.86,10754.79,10831.86,326191200
2010-10-21,10832.04,10927.25,10811.3,10904.69,445086336
2010-10-22,10904.71,10931.86,10885.59,10894.73,328922176
2010-10-25,10894.63,11010.18,10894.63,10978.14,304078304
2010-10-26,10978.03,10993.88,10901.28,10940.72,328155616
2010-10-27,10940.79,10940.79,10827.28,10827.28,309477248
2010-10-28,10827.29,10895.09,10813.42,10848.83,281132256
2010-10-29,10848.91,10860.9,10791.88,10843.5,269564960
2010-11-01,10843.49,10933.04,10843.19,10875.28,255585520
2010-11-02,10875.28,10927.5,10862.45,10927.5,260027296
2010-11-03,10927.46,10941.83,10874.41,10876.28,337266048
2010-11-04,10876.25,11026.2,10876.25,11016.46,441151360
2010-11-05,11016.58,11097.1,11006.82,11079.95,365526400
2010-11-08,11080.05,11090.17,11025.19,11047.64,338121408
2010-11-09,11047.7,11124.02,11047.7,11106.88,382511072
2010-11-10,11106.97,11109.59,10977.26,10994.52,361089440
2010-11-11,10994.34,11003.3,10899.07,10899.07,395643008
2010-11-12,10899.19,10899.19,10774.62,10866.49,298800256
2010-11-15,10866.61,10928.98,10847.45,10923.2,253994512
2010-11-16,10923.23,10923.23,10717.73,10717.73,349816416
2010-11-17,10717.76,10721.77,10654.09,10713.23,295893952
2010-11-18,10713.26,10847.18,10713.26,10844.42,274933056
2010-11-19,10844.35,10857.5,10782.14,10827.11,283436032
2010-11-22,10826.98,10904.97,10792.98,10796.55,257962640
2010-11-23,10796.55,10796.55,10619.29,10619.29,282147104
2010-11-24,10619.27,10740.33,10602.94,10731.1,296167136
2010-11-25,10731.04,10835.04,10730.76,10835.04,213942336
2010-11-26,10835.09,10835.29,10744.03,10809.43,227191120
2010-11-29,10835.09,10866.58,10692.49,10709.86,239899376
2010-11-30,10738.66,10738.66,10607.75,10607.75,318046816
2010-12-01,10607.74,10809.33,10607.74,10809.33,311207744
2010-12-02,10809.25,11076.8,10809.25,11076.8,335737088
2010-12-03,11076.75,11107.48,11012.66,11082.17,271197568
2010-12-06,11082.06,11157.07,11081.93,11151.35,267343856
2010-12-07,11151.21,11310.19,11151.21,11299.44,396708160
2010-12-08,11299.61,11299.61,11215.16,11218.69,308501536
2010-12-09,11218.65,11301.54,11218.5,11263.38,380218688
2010-12-10,11263.23,11292.96,11242.32,11280.96,273764352
2010-12-13,11280.95,11359.73,11280.95,11359.73,244713984
2010-12-14,11359.75,11409.81,11332.19,11409.81,248818864
2010-12-15,11409.88,11410,11338.13,11372.81,267129312
2010-12-16,11372.86,11422.51,11329.04,11329.04,241543328
2010-12-17,11329.06,11426.78,11329.06,11426.78,501044032
2010-12-20,11426.66,11457.47,11394.36,11433.11,201065392
2010-12-21,11433.04,11507.48,11432.23,11506.65,190265904
2010-12-22,11506.66,11559.67,11490.11,11550.16,172177616
2010-12-23,11550.12,11577.58,11549.98,11569.22,157783680
2010-12-24,11569.09,11573.62,11483.72,11492.88,28824372
2010-12-29,11493,11628.89,11478.9,11628.89,151672256
2010-12-30,11628.79,11631,11549.28,11569.43,119071480
2010-12-31,11569.23,11591.87,11550.14,11558.8,57339608
2011-01-04,11558.89,11754.74,11558.89,11722.56,290567712
2011-01-05,11722.49,11741.57,11650.5,11741.57,312538080
2011-01-06,11741.48,11786.94,11709.38,11716.87,307414784
2011-01-07,11716.97,11730.1,11674.35,11674.35,297289088
2011-01-10,11674.32,11674.45,11564.31,11575.26,256032272
2011-01-11,11575.27,11735.26,11575.27,11735.26,365815456
2011-01-12,11735.2,11799.34,11733.91,11765.29,353988288
2011-01-13,11765.27,11786.66,11728.88,11767,389504576
2011-01-14,11767.1,11772.36,11701.29,11742.41,296314336
2011-01-17,11742.4,11760.2,11718.46,11741.51,219287552
2011-01-18,11741.46,11830.32,11740.63,11830.32,359004320
2011-01-19,11830.3,11855.23,11728.16,11728.16,345230816
2011-01-20,11728.23,11728.23,11502.04,11505.03,364933920
2011-01-21,11504.94,11567.97,11483.03,11532.69,292150368
2011-01-24,11532.79,11589.28,11532.79,11573.44,253976512
2011-01-25,11532.79,11589.28,11473.76,11501.6,269905344
2011-01-26,11501.65,11630.49,11500.67,11613.57,324961184
2011-01-27,11612.18,11682.09,11607.23,11617.43,321286912
2011-01-28,11617.52,11631.86,11530.12,11546.02,348640288
2011-01-31,11545.94,11546.74,11412.12,11471.51,309735136
2011-02-01,11471.48,11608.47,11471.48,11608.47,373137760
2011-02-02,11558.01,11690.65,11558.01,11588.53,325262208
2011-02-03,11606.58,11625.75,11543.32,11575.83,282381984
2011-02-04,11575.8,11668.13,11575.8,11666.53,301696384
2011-02-07,11666.38,11797.85,11666.38,11797.08,265108288
2011-02-08,11811.07,11834.28,11757.52,11830.54,318593344
2011-02-09,11830.56,11847.22,11794.87,11796.61,299375360
2011-02-10,11796.61,11796.61,11666.63,11721.6,424574592
2011-02-11,11721.71,11797.77,11665.72,11797.77,312440128
2011-02-14,11797.65,11860.82,11797.46,11833.94,231069904
2011-02-15,11833.95,11839.05,11729.99,11749.72,357170624
2011-02-16,11749.67,11807.28,11749.67,11807.28,335080480
2011-02-17,11807.19,11841.17,11794.39,11827.76,395162080
2011-02-18,11827.69,11839.59,11779.36,11828.29,392097888
2011-02-21,11828.3,11829.14,11727.66,11727.66,237728096
2011-02-22,11727.75,11727.75,11557.13,11652.41,273729760
2011-02-23,11652.34,11652.34,11514.64,11521.94,295165856
2011-02-24,11522.06,11522.06,11402.59,11409.74,331800128
2011-02-25,11409.71,11608.97,11409.71,11608.97,223665360
2011-02-28,11608.95,11675.09,11586.45,11621.29,338349536
2011-03-01,11621.26,11712.7,11574.12,11574.12,394575040
2011-03-02,11574.27,11574.27,11440.67,11543.37,402602112
2011-03-03,11543.39,11652.37,11543.39,11652.37,408992192
2011-03-04,11652.33,11775.19,11652.2,11723.01,345889280
2011-03-07,11722.98,11812.13,11689.21,11747.87,244279440
2011-03-08,11747.92,11786.34,11665.09,11743.52,305874496
2011-03-09,11743.47,11778.4,11719.9,11730.2,318173856
2011-03-10,11730.25,11730.25,11504.46,11515.64,356728064
2011-03-11,11515.7,11515.7,11395.75,11409.53,348007648
2011-03-14,11409.56,11453.03,11345.85,11349.66,324789376
2011-03-15,11349.84,11349.84,10972.16,11151.23,413944064
2011-03-16,11151.2,11261.49,11033.11,11033.11,344069632
2011-03-17,11033.07,11257.79,11033.07,11236.39,347705824
2011-03-18,11236.48,11371.76,11236.48,11345.82,655686720
2011-03-21,11345.78,11511.82,11345.78,11511.24,237871728
2011-03-22,11511.2,11539.12,11417.66,11441.57,330439872
2011-03-23,11441.6,11473.67,11400.93,11447.35,269354048
2011-03-24,11447.38,11609.03,11446.89,11605.52,339650944
2011-03-25,11605.55,11650.73,11603.86,11629.31,278191776
2011-03-28,11629.36,11667.02,11628.66,11637.39,219686880
2011-03-29,11637.42,11660.38,11593.13,11636.37,270419328
2011-03-30,11636.28,11707.47,11636.28,11676.44,407955776
2011-03-31,11676.33,11699.56,11591.98,11591.98,513299264
2011-04-01,11591.97,11708.73,11578,11708.73,386281312
2011-04-04,11708.59,11767.29,11687.54,11766.57,282417760
2011-04-05,11766.57,11767.5,11723.2,11737.66,265668016
2011-04-06,11737.55,11811.17,11737.5,11781.37,318555296
2011-04-07,11781.36,11781.36,11644.17,11659.42,292677568
2011-04-08,11659.37,11742.87,11659.37,11726.19,245976784
2011-04-11,11726.28,11735.44,11689.1,11689.7,238466672
